"","player_id","player_name","player_last_team_id","player_last_team_abbreviation","age","gp","g","fga_frequency","fgm","fga","fg_pct","efg_pct","fg2a_frequency","fg2m","fg2a","fg2_pct","fg3a_frequency","fg3m","fg3a","fg3_pct"
"208","202720","Jon Leuer","1610612763","MEM","26","63","5","0.018","3","5","0.6","0.6","0.018","3","5","0.6","0","0","0",NA
"209","200745","Andrea Bargnani","1610612752","NYK","29","29","5","0.014","2","5","0.4","0.4","0.014","2","5","0.4","0","0","0",NA
"210","201967","Dante Cunningham","1610612740","NOP","28","66","4","0.015","2","5","0.4","0.4","0.015","2","5","0.4","0","0","0",NA
"211","201175","Glen Davis","1610612746","LAC","29","74","4","0.02","2","5","0.4","0.4","0.02","2","5","0.4","0","0","0",NA
"212","203124","Kyle O'Quinn","1610612753","ORL","25","51","5","0.021","2","5","0.4","0.4","0.021","2","5","0.4","0","0","0",NA
"213","101111","Charlie Villanueva","1610612742","DAL","30","64","4","0.014","2","5","0.4","0.4","0.014","2","5","0.4","0","0","0",NA
"214","708","Kevin Garnett","1610612750","MIN","39","47","4","0.017","2","5","0.4","0.4","0.017","2","5","0.4","0","0","0",NA
"215","101112","Channing Frye","1610612753","ORL","32","75","5","0.01","1","5","0.2","0.2","0.01","1","5","0.2","0","0","0",NA
"216","203079","Dion Waiters","1610612760","OKC","23","79","4","0.005","1","5","0.2","0.2","0.005","1","5","0.2","0","0","0",NA
"217","203960","JaKarr Sampson","1610612755","PHI","22","74","4","0.012","4","4","1","1","0.012","4","4","1","0","0","0",NA
"218","200797","Ryan Hollins","1610612758","SAC","30","46","4","0.049","4","4","1","1","0.049","4","4","1","0","0","0",NA
"219","201952","Jeff Teague","1610612737","ATL","27","73","4","0.005","4","4","1","1","0.005","4","4","1","0","0","0",NA
"220","202704","Reggie Jackson","1610612765","DET","25","77","4","0.004","3","4","0.75","0.75","0.004","3","4","0.75","0","0","0",NA
"221","203086","Meyers Leonard","1610612757","POR","23","55","4","0.016","3","4","0.75","0.75","0.016","3","4","0.75","0","0","0",NA
"222","2446","Rasual Butler","1610612764","WAS","36","75","4","0.008","3","4","0.75","0.875","0.004","2","2","1","0.004","1","2","0.5"
"223","201565","Derrick Rose","1610612741","CHI","26","51","4","0.005","3","4","0.75","0.75","0.005","3","4","0.75","0","0","0",NA
"224","203504","Trey Burke","1610612762","UTA","22","76","4","0.004","3","4","0.75","0.75","0.004","3","4","0.75","0","0","0",NA
"225","201144","Mike Conley","1610612763","MEM","27","70","4","0.005","3","4","0.75","0.75","0.005","3","4","0.75","0","0","0",NA
"226","203133","Robbie Hummel","1610612750","MIN","26","44","4","0.024","3","4","0.75","0.75","0.024","3","4","0.75","0","0","0",NA
"227","203897","Zach LaVine","1610612750","MIN","20","76","4","0.006","3","4","0.75","0.75","0.006","3","4","0.75","0","0","0",NA
"228","203561","Brandon Davies","1610612751","BKN","23","27","3","0.029","3","4","0.75","0.75","0.029","3","4","0.75","0","0","0",NA
"229","201142","Kevin Durant","1610612760","OKC","26","27","4","0.009","2","4","0.5","0.5","0.006","2","3","0.667","0.002","0","1","0"
"230","203950","Jarnell Stokes","1610612763","MEM","21","19","4","0.108","2","4","0.5","0.5","0.108","2","4","0.5","0","0","0",NA
"231","2584","Willie Green","1610612753","ORL","33","52","4","0.013","2","4","0.5","0.5","0.013","2","4","0.5","0","0","0",NA
"232","202711","Bojan Bogdanovic","1610612751","BKN","26","78","3","0.007","2","4","0.5","0.5","0.007","2","4","0.5","0","0","0",NA
"233","202697","Iman Shumpert","1610612739","CLE","25","62","3","0.009","2","4","0.5","0.5","0.009","2","4","0.5","0","0","0",NA
"234","202323","Evan Turner","1610612738","BOS","26","82","3","0.005","2","4","0.5","0.5","0.005","2","4","0.5","0","0","0",NA
"235","2738","Andre Iguodala","1610612744","GSW","31","77","4","0.008","2","4","0.5","0.5","0.008","2","4","0.5","0","0","0",NA
"236","202347","Quincy Pondexter","1610612740","NOP","27","75","3","0.008","2","4","0.5","0.5","0.008","2","4","0.5","0","0","0",NA
"237","203144","Alexey Shved","1610612752","NYK","26","42","4","0.012","2","4","0.5","0.5","0.012","2","4","0.5","0","0","0",NA
"238","203492","Ray McCallum","1610612758","SAC","24","68","4","0.009","2","4","0.5","0.5","0.009","2","4","0.5","0","0","0",NA
"239","201942","DeMar DeRozan","1610612761","TOR","25","60","4","0.004","2","4","0.5","0.5","0.004","2","4","0.5","0","0","0",NA
"240","2037","Jamal Crawford","1610612746","LAC","35","64","4","0.005","2","4","0.5","0.625","0.004","1","3","0.333","0.001","1","1","1"
"241","203484","Kentavious Caldwell-Pope","1610612765","DET","22","82","4","0.004","2","4","0.5","0.5","0.004","2","4","0.5","0","0","0",NA
"242","203138","Hollis Thompson","1610612755","PHI","24","71","4","0.008","2","4","0.5","0.5","0.008","2","4","0.5","0","0","0",NA
"243","2748","Dorell Wright","1610612757","POR","29","48","4","0.021","2","4","0.5","0.5","0.021","2","4","0.5","0","0","0",NA
"244","201589","Darrell Arthur","1610612743","DEN","27","58","4","0.01","2","4","0.5","0.5","0.01","2","4","0.5","0","0","0",NA
"245","201943","Brandon Jennings","1610612765","DET","25","41","4","0.007","1","4","0.25","0.25","0.007","1","4","0.25","0","0","0",NA
"246","2760","Anderson Varejao","1610612739","CLE","32","26","3","0.02","1","4","0.25","0.25","0.02","1","4","0.25","0","0","0",NA
"247","201977","Marcus Thornton","1610612756","PHX","28","48","4","0.012","1","4","0.25","0.25","0.012","1","4","0.25","0","0","0",NA
"248","203112","Quincy Acy","1610612752","NYK","24","67","4","0.012","1","4","0.25","0.25","0.012","1","4","0.25","0","0","0",NA
"249","977","Kobe Bryant","1610612747","LAL","36","35","4","0.006","1","4","0.25","0.25","0.006","1","4","0.25","0","0","0",NA
"250","1889","Andre Miller","1610612758","SAC","39","81","3","0.014","1","4","0.25","0.25","0.014","1","4","0.25","0","0","0",NA
"251","203943","Noah Vonleh","1610612766","CHA","19","25","4","0.053","1","4","0.25","0.25","0.053","1","4","0.25","0","0","0",NA
"252","203145","Kent Bazemore","1610612737","ATL","25","75","4","0.012","1","4","0.25","0.25","0.012","1","4","0.25","0","0","0",NA
"253","203118","Mike Scott","1610612737","ATL","26","68","4","0.009","1","4","0.25","0.25","0.009","1","4","0.25","0","0","0",NA
"254","2202","Jason Richardson","1610612755","PHI","34","19","3","0.023","1","4","0.25","0.25","0.023","1","4","0.25","0","0","0",NA
"255","201580","JaVale McGee","1610612755","PHI","27","23","3","0.051","1","4","0.25","0.25","0.051","1","4","0.25","0","0","0",NA
"256","2853","Earl Barron","1610612756","PHX","33","16","3","0.103","0","4","0","0","0.103","0","4","0","0","0","0",NA
"257","202691","Klay Thompson","1610612744","GSW","25","77","3","0.003","0","4","0","0","0.003","0","4","0","0","0","0",NA
"258","202692","Alec Burks","1610612762","UTA","23","27","3","0.01","3","3","1","1","0.01","3","3","1","0","0","0",NA
"259","204020","Tyler Johnson","1610612748","MIA","23","32","3","0.018","3","3","1","1","0.018","3","3","1","0","0","0",NA
"260","101145","Monta Ellis","1610612742","DAL","29","80","3","0.002","3","3","1","1","0.002","3","3","1","0","0","0",NA
"261","202738","Isaiah Thomas","1610612738","BOS","26","67","3","0.004","3","3","1","1","0.004","3","3","1","0","0","0",NA
"262","203141","Mirza Teletovic","1610612751","BKN","29","40","2","0.01","3","3","1","1","0.01","3","3","1","0","0","0",NA
"263","203100","Tony Wroten","1610612755","PHI","22","30","3","0.007","3","3","1","1","0.007","3","3","1","0","0","0",NA
"264","1938","Manu Ginobili","1610612759","SAS","37","70","3","0.005","2","3","0.667","0.667","0.005","2","3","0.667","0","0","0",NA
"265","2547","Chris Bosh","1610612748","MIA","31","44","3","0.004","2","3","0.667","0.667","0.004","2","3","0.667","0","0","0",NA
"266","202083","Wesley Matthews","1610612757","POR","28","60","3","0.004","2","3","0.667","0.833","0.003","1","2","0.5","0.001","1","1","1"
"267","101139","CJ Miles","1610612754","IND","28","70","3","0.004","2","3","0.667","0.667","0.004","2","3","0.667","0","0","0",NA
"268","201951","Ty Lawson","1610612743","DEN","27","75","3","0.003","2","3","0.667","0.667","0.003","2","3","0.667","0","0","0",NA
"269","2590","Mo Williams","1610612766","CHA","32","67","3","0.004","2","3","0.667","0.667","0.004","2","3","0.667","0","0","0",NA
"270","2733","Shaun Livingston","1610612744","GSW","29","78","3","0.008","1","3","0.333","0.333","0.008","1","3","0.333","0","0","0",NA
"271","203495","Ricky Ledo","1610612752","NYK","22","17","3","0.031","1","3","0.333","0.333","0.031","1","3","0.333","0","0","0",NA
"272","203462","Archie Goodwin","1610612756","PHX","20","41","3","0.015","1","3","0.333","0.333","0.015","1","3","0.333","0","0","0",NA
"273","202689","Kemba Walker","1610612766","CHA","25","62","2","0.003","1","3","0.333","0.333","0.003","1","3","0.333","0","0","0",NA
"274","203108","Bernard James","1610612742","DAL","30","16","3","0.111","1","3","0.333","0.333","0.111","1","3","0.333","0","0","0",NA
"275","201950","Jrue Holiday","1610612740","NOP","25","40","3","0.006","1","3","0.333","0.333","0.006","1","3","0.333","0","0","0",NA
"276","202962","Greg Smith","1610612742","DAL","24","42","3","0.063","1","3","0.333","0.333","0.063","1","3","0.333","0","0","0",NA
"277","201584","Courtney Lee","1610612763","MEM","29","77","3","0.005","1","3","0.333","0.333","0.005","1","3","0.333","0","0","0",NA
"278","203095","Evan Fournier","1610612753","ORL","22","58","3","0.005","1","3","0.333","0.333","0.005","1","3","0.333","0","0","0",NA
"279","201166","Aaron Brooks","1610612741","CHI","30","82","3","0.004","1","3","0.333","0.333","0.004","1","3","0.333","0","0","0",NA
"280","201162","Jared Dudley","1610612749","MIL","29","71","3","0.007","1","3","0.333","0.333","0.007","1","3","0.333","0","0","0",NA
"281","101183","Shavlik Randolph","1610612738","BOS","31","21","3","0.086","1","3","0.333","0.333","0.086","1","3","0.333","0","0","0",NA
"282","203499","Shane Larkin","1610612752","NYK","22","75","3","0.007","0","3","0","0","0.007","0","3","0","0","0","0",NA
"283","204079","Drew Gordon","1610612755","PHI","24","9","2","0.158","0","3","0","0","0.158","0","3","0","0","0","0",NA
"284","202337","Luke Babbitt","1610612740","NOP","26","63","2","0.01","2","2","1","1","0.01","2","2","1","0","0","0",NA
"285","201156","Nick Young","1610612747","LAL","30","42","2","0.004","2","2","1","1","0.004","2","2","1","0","0","0",NA
"286","203106","Jeff Taylor","1610612766","CHA","26","29","2","0.018","2","2","1","1","0.018","2","2","1","0","0","0",NA
"287","202379","Jeremy Evans","1610612762","UTA","27","38","2","0.034","2","2","1","1","0.034","2","2","1","0","0","0",NA
"288","203963","Shayne Whittington","1610612754","IND","24","20","2","0.048","2","2","1","1","0.048","2","2","1","0","0","0",NA
"289","203917","Nik Stauskas","1610612758","SAC","21","73","2","0.007","2","2","1","1","0.007","2","2","1","0","0","0",NA
"290","101150","Lou Williams","1610612761","TOR","28","80","2","0.002","2","2","1","1","0.002","2","2","1","0","0","0",NA
"291","203948","Johnny O'Bryant","1610612749","MIL","22","33","2","0.017","2","2","1","1","0.017","2","2","1","0","0","0",NA
"292","203798","PJ Hairston","1610612766","CHA","22","45","1","0.007","2","2","1","1","0.007","2","2","1","0","0","0",NA
"293","203921","Cleanthony Early","1610612752","NYK","24","39","2","0.009","1","2","0.5","0.5","0.009","1","2","0.5","0","0","0",NA
"294","101108","Chris Paul","1610612746","LAC","30","82","2","0.002","1","2","0.5","0.5","0.002","1","2","0.5","0","0","0",NA
"295","202322","John Wall","1610612764","WAS","24","79","2","0.002","1","2","0.5","0.5","0.002","1","2","0.5","0","0","0",NA
"296","203082","Terrence Ross","1610612761","TOR","24","82","2","0.003","1","2","0.5","0.5","0.003","1","2","0.5","0","0","0",NA
"297","2734","Devin Harris","1610612742","DAL","32","76","2","0.004","1","2","0.5","0.5","0.004","1","2","0.5","0","0","0",NA
"298","201954","Darren Collison","1610612758","SAC","27","45","2","0.004","1","2","0.5","0.5","0.004","1","2","0.5","0","0","0",NA
"299","2210","Richard Jefferson","1610612742","DAL","35","74","2","0.006","1","2","0.5","0.75","0.003","0","1","0","0.003","1","1","1"
"300","203136","Ognjen Kuzmic","1610612744","GSW","25","16","2","0.167","1","2","0.5","0.5","0.167","1","2","0.5","0","0","0",NA
"301","201564","O.J. Mayo","1610612749","MIL","27","70","2","0.003","1","2","0.5","0.5","0.003","1","2","0.5","0","0","0",NA
"302","203898","Tyler Ennis","1610612749","MIL","20","33","2","0.014","1","2","0.5","0.5","0.014","1","2","0.5","0","0","0",NA
"303","2747","J.R. Smith","1610612739","CLE","29","70","2","0.003","1","2","0.5","0.5","0.003","1","2","0.5","0","0","0",NA
"304","2406","Caron Butler","1610612765","DET","35","78","2","0.005","1","2","0.5","0.5","0.005","1","2","0.5","0","0","0",NA
"305","203268","Jorge Gutierrez","1610612749","MIL","26","20","2","0.049","1","2","0.5","0.5","0.049","1","2","0.5","0","0","0",NA
"306","201573","Jerryd Bayless","1610612749","MIL","26","76","2","0.004","1","2","0.5","0.5","0.004","1","2","0.5","0","0","0",NA
"307","2222","Gerald Wallace","1610612738","BOS","32","32","2","0.059","1","2","0.5","0.5","0.059","1","2","0.5","0","0","0",NA
"308","101114","Deron Williams","1610612751","BKN","31","68","1","0.003","0","2","0","0","0.003","0","2","0","0","0","0",NA
"309","202709","Cory Joseph","1610612759","SAS","23","79","2","0.005","0","2","0","0","0.005","0","2","0","0","0","0",NA
"310","203991","Clint Capela","1610612745","HOU","21","12","1","0.069","0","2","0","0","0.069","0","2","0","0","0","0",NA
"311","201155","Rodney Stuckey","1610612754","IND","29","71","2","0.003","0","2","0","0","0.003","0","2","0","0","0","0",NA
"312","204022","Jack Cooley","1610612762","UTA","24","16","2","0.091","0","2","0","0","0.091","0","2","0","0","0","0",NA
"313","203546","Ian Clark","1610612743","DEN","24","30","2","0.038","0","2","0","0","0.038","0","2","0","0","0","0",NA
"314","202690","Jimmer Fredette","1610612740","NOP","26","50","2","0.012","0","2","0","0","0.012","0","2","0","0","0","0",NA
"315","201976","Patrick Beverley","1610612745","HOU","26","56","2","0.004","0","2","0","0","0.004","0","2","0","0","0","0",NA
"316","203900","Markel Brown","1610612751","BKN","23","47","2","0.01","0","2","0","0","0.01","0","2","0","0","0","0",NA
"317","203508","Sergey Karasev","1610612751","BKN","21","33","2","0.015","0","2","0","0","0.015","0","2","0","0","0","0",NA
"318","203910","Nick Johnson","1610612745","HOU","22","27","2","0.027","0","2","0","0","0.027","0","2","0","0","0","0",NA
"319","101236","Charles Hayes","1610612761","TOR","32","29","2","0.043","0","2","0","0","0.043","0","2","0","0","0","0",NA
"320","201228","CJ Watson","1610612754","IND","31","57","1","0.005","0","2","0","0","0.005","0","2","0","0","0","0",NA
"321","200765","Rajon Rondo","1610612742","DAL","29","68","2","0.003","0","2","0","0","0.003","0","2","0","0","0","0",NA
"322","203946","Cameron Bairstow","1610612741","CHI","24","18","1","0.071","1","1","1","1","0.071","1","1","1","0","0","0",NA
"323","2034","Mike Miller","1610612739","CLE","35","51","1","0.009","1","1","1","1","0.009","1","1","1","0","0","0",NA
"324","203926","Doug McDermott","1610612741","CHI","23","36","1","0.01","1","1","1","1","0.01","1","1","1","0","0","0",NA
"325","204038","Langston Galloway","1610612752","NYK","23","44","1","0.002","1","1","1","1","0.002","1","1","1","0","0","0",NA
"326","201588","George Hill","1610612754","IND","29","43","1","0.002","1","1","1","1","0.002","1","1","1","0","0","0",NA
"327","2588","Matt Bonner","1610612759","SAS","35","72","1","0.004","1","1","1","1","0.004","1","1","1","0","0","0",NA
"328","202331","Paul George","1610612754","IND","25","6","1","0.02","1","1","1","1","0.02","1","1","1","0","0","0",NA
"329","101122","Danny Granger","1610612756","PHX","32","29","1","0.006","1","1","1","1","0.006","1","1","1","0","0","0",NA
"330","203087","Jeremy Lamb","1610612760","OKC","23","47","1","0.004","1","1","1","1","0.004","1","1","1","0","0","0",NA
"331","202620","Arinze Onuaku","1610612750","MIN","27","6","1","0.071","1","1","1","1","0.071","1","1","1","0","0","0",NA
"332","203485","Lorenzo Brown","1610612750","MIN","24","29","1","0.008","1","1","1","1","0.008","1","1","1","0","0","0",NA
"333","201575","Brandon Rush","1610612744","GSW","29","33","1","0.019","1","1","1","1","0.019","1","1","1","0","0","0",NA
"334","202713","Kyle Singler","1610612760","OKC","27","80","1","0.002","1","1","1","1","0.002","1","1","1","0","0","0",NA
"335","201568","Danilo Gallinari","1610612743","DEN","26","59","1","0.002","1","1","1","1","0.002","1","1","1","0","0","0",NA
"336","204014","Damjan Rudez","1610612754","IND","29","68","1","0.004","1","1","1","1","0.004","1","1","1","0","0","0",NA
"337","204060","Joe Ingles","1610612762","UTA","27","79","1","0.003","1","1","1","1","0.003","1","1","1","0","0","0",NA
"338","203540","Gigi Datome","1610612738","BOS","27","21","1","0.011","1","1","1","1","0.011","1","1","1","0","0","0",NA
"339","203937","Kyle Anderson","1610612759","SAS","21","33","1","0.011","1","1","1","1","0.011","1","1","1","0","0","0",NA
"340","203501","Tim Hardaway Jr.","1610612752","NYK","23","69","1","0.001","1","1","1","1","0.001","1","1","1","0","0","0",NA
